second,controller_type,active_phase,total_queue_cars,avg_wait_time_sec,vehicle_throughput_count,co2_emissions_kg,emergency_preemption_active
3432,Static_120s_Fixed,North-South,13,39.56,2,0.0104,0
3433,Static_120s_Fixed,North-South,16,47.49,2,0.0128,0
3434,Static_120s_Fixed,North-South,10,28.2,2,0.008,0
3435,Static_120s_Fixed,North-South,10,31.24,0,0.008,0
3436,Static_120s_Fixed,North-South,15,42.91,4,0.012,0
3437,Static_120s_Fixed,North-South,15,45.46,4,0.012,0
3438,Static_120s_Fixed,North-South,15,43.47,4,0.012,0
3439,Static_120s_Fixed,North-South,16,44.72,2,0.0128,0
3440,Static_120s_Fixed,North-South,12,36.93,3,0.0096,0
3441,Static_120s_Fixed,North-South,14,38.82,1,0.0112,0
3442,Static_120s_Fixed,North-South,14,39.04,0,0.0112,0
3443,Static_120s_Fixed,North-South,16,47.82,1,0.0128,0
3444,Static_120s_Fixed,North-South,18,49.87,4,0.0144,0
3445,Static_120s_Fixed,North-South,15,44.42,3,0.012,0
3446,Static_120s_Fixed,North-South,9,29.04,0,0.0072,0
3447,Static_120s_Fixed,North-South,5,14.28,2,0.004,0
3448,Static_120s_Fixed,North-South,16,47.79,2,0.0128,0
3449,Static_120s_Fixed,North-South,18,52.51,1,0.0144,0
3450,Static_120s_Fixed,North-South,9,25.85,4,0.0072,0
3451,Static_120s_Fixed,North-South,14,37.31,4,0.0112,0
3452,Static_120s_Fixed,North-South,14,41.19,4,0.0112,0
3453,Static_120s_Fixed,North-South,20,54.67,1,0.016,0
3454,Static_120s_Fixed,North-South,14,37.59,1,0.0112,0
3455,Static_120s_Fixed,North-South,15,42.27,3,0.012,0
3456,Static_120s_Fixed,North-South,17,49.24,3,0.0136,0
3457,Static_120s_Fixed,North-South,15,45.89,2,0.012,0
3458,Static_120s_Fixed,North-South,16,43.82,1,0.0128,0
3459,Static_120s_Fixed,North-South,18,48.87,2,0.0144,0
3460,Static_120s_Fixed,North-South,18,53.6,4,0.0144,0
3461,Static_120s_Fixed,North-South,14,40.35,4,0.0112,0
3462,Static_120s_Fixed,North-South,13,39.72,0,0.0104,0
3463,Static_120s_Fixed,North-South,15,43.54,4,0.012,0
3464,Static_120s_Fixed,North-South,18,52.74,1,0.0144,0
3465,Static_120s_Fixed,North-South,12,35.49,0,0.0096,0
3466,Static_120s_Fixed,North-South,17,47.35,0,0.0136,0
3467,Static_120s_Fixed,North-South,15,40.25,0,0.012,0
3468,Static_120s_Fixed,North-South,12,36.55,3,0.0096,0
3469,Static_120s_Fixed,North-South,16,43.75,3,0.0128,0
3470,Static_120s_Fixed,North-South,12,35.76,3,0.0096,0
3471,Static_120s_Fixed,North-South,14,42.02,2,0.0112,0
3472,Static_120s_Fixed,North-South,15,45.7,2,0.012,0
3473,Static_120s_Fixed,North-South,15,42.32,0,0.012,0
3474,Static_120s_Fixed,North-South,21,61.29,4,0.0168,0
3475,Static_120s_Fixed,North-South,13,34.8,4,0.0104,0
3476,Static_120s_Fixed,North-South,17,46.06,4,0.0136,0
3477,Static_120s_Fixed,North-South,14,40.51,2,0.0112,0
3478,Static_120s_Fixed,North-South,20,59.49,2,0.016,0
3479,Static_120s_Fixed,North-South,17,49.27,1,0.0136,0
3480,Static_120s_Fixed,East-West,12,32.81,4,0.0096,0
3481,Static_120s_Fixed,East-West,14,37.87,4,0.0112,0
3482,Static_120s_Fixed,East-West,14,41.05,3,0.0112,0
3483,Static_120s_Fixed,East-West,14,43.06,1,0.0112,0
3484,Static_120s_Fixed,East-West,19,54.38,2,0.0152,0
3485,Static_120s_Fixed,East-West,17,48.59,1,0.0136,0
3486,Static_120s_Fixed,East-West,17,49.75,3,0.0136,0
3487,Static_120s_Fixed,East-West,16,46.84,3,0.0128,0
3488,Static_120s_Fixed,East-West,12,31.81,0,0.0096,0
3489,Static_120s_Fixed,East-West,16,47.51,4,0.0128,0
3490,Static_120s_Fixed,East-West,17,51.15,0,0.0136,0
3491,Static_120s_Fixed,East-West,12,32.02,2,0.0096,0
3492,Static_120s_Fixed,East-West,17,51.22,0,0.0136,0
3493,Static_120s_Fixed,East-West,12,34.9,2,0.0096,0
3494,Static_120s_Fixed,East-West,16,47.45,2,0.0128,0
3495,Static_120s_Fixed,East-West,15,44.06,2,0.012,0
3496,Static_120s_Fixed,East-West,19,54.55,3,0.0152,0
3497,Static_120s_Fixed,East-West,17,50.54,3,0.0136,0
3498,Static_120s_Fixed,East-West,21,58.21,1,0.0168,0
3499,Static_120s_Fixed,East-West,15,42.88,4,0.012,0
3500,Static_120s_Fixed,East-West,11,30.78,3,0.0088,0
3501,Static_120s_Fixed,East-West,16,44.96,3,0.0128,0
3502,Static_120s_Fixed,East-West,13,37.28,3,0.0104,0
3503,Static_120s_Fixed,East-West,18,49.73,4,0.0144,0
3504,Static_120s_Fixed,East-West,14,37.39,4,0.0112,0
3505,Static_120s_Fixed,East-West,14,43.08,2,0.0112,0
3506,Static_120s_Fixed,East-West,15,43.5,0,0.012,0
3507,Static_120s_Fixed,East-West,16,45.36,1,0.0128,0
3508,Static_120s_Fixed,East-West,15,43.48,0,0.012,0
3509,Static_120s_Fixed,East-West,14,41.64,4,0.0112,0
3510,Static_120s_Fixed,East-West,19,57.16,3,0.0152,0
3511,Static_120s_Fixed,East-West,19,55.23,0,0.0152,0
3512,Static_120s_Fixed,East-West,15,42.69,0,0.012,0
3513,Static_120s_Fixed,East-West,19,53.96,2,0.0152,0
3514,Static_120s_Fixed,East-West,18,53.53,0,0.0144,0
3515,Static_120s_Fixed,East-West,16,46.03,2,0.0128,0
3516,Static_120s_Fixed,East-West,22,62.24,3,0.0176,0
3517,Static_120s_Fixed,East-West,19,55.9,3,0.0152,0
3518,Static_120s_Fixed,East-West,19,53.71,3,0.0152,0
3519,Static_120s_Fixed,East-West,9,23.66,2,0.0072,0
3520,Static_120s_Fixed,East-West,17,49.91,2,0.0136,0
3521,Static_120s_Fixed,East-West,19,57.09,1,0.0152,0
3522,Static_120s_Fixed,East-West,14,42.64,3,0.0112,0
3523,Static_120s_Fixed,East-West,16,47.71,3,0.0128,0
3524,Static_120s_Fixed,East-West,15,40.25,0,0.012,0
3525,Static_120s_Fixed,East-West,21,60.82,1,0.0168,0
3526,Static_120s_Fixed,East-West,18,51.28,0,0.0144,0
3527,Static_120s_Fixed,East-West,19,51.34,3,0.0152,0
3528,Static_120s_Fixed,East-West,9,29.12,4,0.0072,0
3529,Static_120s_Fixed,East-West,20,54.96,3,0.016,0
3530,Static_120s_Fixed,East-West,14,41.02,1,0.0112,0
3531,Static_120s_Fixed,East-West,15,41.57,4,0.012,0
3532,Static_120s_Fixed,East-West,17,51.16,1,0.0136,0
3533,Static_120s_Fixed,East-West,19,56.02,1,0.0152,0
3534,Static_120s_Fixed,East-West,18,49.85,1,0.0144,0
3535,Static_120s_Fixed,East-West,17,45.81,0,0.0136,0
3536,Static_120s_Fixed,East-West,21,57.42,0,0.0168,0
3537,Static_120s_Fixed,East-West,16,48.22,1,0.0128,0
3538,Static_120s_Fixed,East-West,12,35.61,2,0.0096,0
3539,Static_120s_Fixed,East-West,16,44.97,1,0.0128,0
3540,Static_120s_Fixed,East-West,15,45.7,2,0.012,0
3541,Static_120s_Fixed,East-West,20,55.79,4,0.016,0
3542,Static_120s_Fixed,East-West,19,55.35,4,0.0152,0
3543,Static_120s_Fixed,East-West,19,56.57,4,0.0152,0
3544,Static_120s_Fixed,East-West,16,44.21,2,0.0128,0
3545,Static_120s_Fixed,East-West,14,39.67,1,0.0112,0
3546,Static_120s_Fixed,East-West,17,45.64,4,0.0136,0
3547,Static_120s_Fixed,East-West,20,58.36,1,0.016,0
3548,Static_120s_Fixed,East-West,19,54.15,4,0.0152,0
3549,Static_120s_Fixed,East-West,17,46.34,3,0.0136,0
3550,Static_120s_Fixed,East-West,19,56.32,4,0.0152,0
3551,Static_120s_Fixed,East-West,15,45.64,1,0.012,0
3552,Static_120s_Fixed,East-West,16,46.83,2,0.0128,0
3553,Static_120s_Fixed,East-West,20,54.59,2,0.016,0
3554,Static_120s_Fixed,East-West,23,68.15,2,0.0184,0
3555,Static_120s_Fixed,East-West,16,43.58,1,0.0128,0
3556,Static_120s_Fixed,East-West,15,43.26,2,0.012,0
3557,Static_120s_Fixed,East-West,17,51.23,3,0.0136,0
3558,Static_120s_Fixed,East-West,21,61.94,2,0.0168,0
3559,Static_120s_Fixed,East-West,19,55.39,4,0.0152,0
3560,Static_120s_Fixed,East-West,15,40.5,1,0.012,0
3561,Static_120s_Fixed,East-West,14,38.44,4,0.0112,0
3562,Static_120s_Fixed,East-West,19,55.12,2,0.0152,0
3563,Static_120s_Fixed,East-West,17,47.38,4,0.0136,0
3564,Static_120s_Fixed,East-West,16,48.05,4,0.0128,0
3565,Static_120s_Fixed,East-West,14,42.32,0,0.0112,0
3566,Static_120s_Fixed,East-West,11,34.2,0,0.0088,0
3567,Static_120s_Fixed,East-West,21,62.13,0,0.0168,0
3568,Static_120s_Fixed,East-West,23,63.02,1,0.0184,0
3569,Static_120s_Fixed,East-West,19,55.71,1,0.0152,0
3570,Static_120s_Fixed,East-West,26,71.67,0,0.0208,0
3571,Static_120s_Fixed,East-West,17,49.14,4,0.0136,0
3572,Static_120s_Fixed,East-West,23,66.75,3,0.0184,0
3573,Static_120s_Fixed,East-West,16,43.08,0,0.0128,0
3574,Static_120s_Fixed,East-West,16,45.99,3,0.0128,0
3575,Static_120s_Fixed,East-West,16,44.09,3,0.0128,0
3576,Static_120s_Fixed,East-West,22,62.26,4,0.0176,0
3577,Static_120s_Fixed,East-West,19,56.12,4,0.0152,0
3578,Static_120s_Fixed,East-West,19,52.14,4,0.0152,0
3579,Static_120s_Fixed,East-West,23,67.86,0,0.0184,0
3580,Static_120s_Fixed,East-West,23,64.65,3,0.0184,0
3581,Static_120s_Fixed,East-West,23,68.09,2,0.0184,0
3582,Static_120s_Fixed,East-West,21,59.3,0,0.0168,0
3583,Static_120s_Fixed,East-West,20,58.63,1,0.016,0
3584,Static_120s_Fixed,East-West,19,51.99,1,0.0152,0
3585,Static_120s_Fixed,East-West,20,58.91,2,0.016,0
3586,Static_120s_Fixed,East-West,15,42.91,4,0.012,0
3587,Static_120s_Fixed,East-West,16,45,1,0.0128,0
3588,Static_120s_Fixed,East-West,18,48.42,0,0.0144,0
3589,Static_120s_Fixed,East-West,17,47.09,1,0.0136,0
3590,Static_120s_Fixed,East-West,19,55.47,4,0.0152,0
3591,Static_120s_Fixed,East-West,20,57.14,4,0.016,0
3592,Static_120s_Fixed,East-West,21,60.5,2,0.0168,0
3593,Static_120s_Fixed,East-West,19,52.21,2,0.0152,0
3594,Static_120s_Fixed,East-West,21,57.62,4,0.0168,0
3595,Static_120s_Fixed,East-West,18,50.09,4,0.0144,0
3596,Static_120s_Fixed,East-West,14,38.24,3,0.0112,0
3597,Static_120s_Fixed,East-West,22,59.7,0,0.0176,0
3598,Static_120s_Fixed,East-West,18,48.61,2,0.0144,0
3599,Static_120s_Fixed,East-West,26,75.44,0,0.0208,0
3600,Static_120s_Fixed,North-South,19,52.03,3,0.0152,0
1,RL_PPO_Dynamic,North-South,5,8,2,0.004,0
2,RL_PPO_Dynamic,North-South,2,4.28,3,0.0016,0
3,RL_PPO_Dynamic,North-South,3,4.88,2,0.0024,0
4,RL_PPO_Dynamic,North-South,4,5.07,1,0.0032,0
5,RL_PPO_Dynamic,North-South,3,4.12,5,0.0024,0
6,RL_PPO_Dynamic,North-South,5,9.47,1,0.004,0
7,RL_PPO_Dynamic,North-South,6,8.03,4,0.0048,0
8,RL_PPO_Dynamic,North-South,4,6.2,3,0.0032,0
9,RL_PPO_Dynamic,North-South,4,6.65,2,0.0032,0
10,RL_PPO_Dynamic,North-South,3,4.31,4,0.0024,0
11,RL_PPO_Dynamic,North-South,5,9.01,4,0.004,0
12,RL_PPO_Dynamic,North-South,2,4.86,3,0.0016,0
13,RL_PPO_Dynamic,North-South,5,8.68,2,0.004,0
14,RL_PPO_Dynamic,North-South,5,6.89,3,0.004,0
15,RL_PPO_Dynamic,North-South,1,2,2,0.0008,0
16,RL_PPO_Dynamic,North-South,3,5.87,5,0.0024,0
17,RL_PPO_Dynamic,North-South,4,6.49,5,0.0032,0
18,RL_PPO_Dynamic,North-South,5,8.35,3,0.004,0
19,RL_PPO_Dynamic,North-South,1,2.93,4,0.0008,0
20,RL_PPO_Dynamic,North-South,5,6.74,6,0.004,0
21,RL_PPO_Dynamic,North-South,2,3.6,3,0.0016,0
22,RL_PPO_Dynamic,North-South,3,5.31,6,0.0024,0
23,RL_PPO_Dynamic,North-South,4,7.74,4,0.0032,0
24,RL_PPO_Dynamic,North-South,2,3.39,4,0.0016,0
25,RL_PPO_Dynamic,North-South,3,4.69,1,0.0024,0
26,RL_PPO_Dynamic,North-South,1,2,5,0.0008,0
27,RL_PPO_Dynamic,North-South,2,2.44,5,0.0016,0
28,RL_PPO_Dynamic,North-South,3,5.85,4,0.0024,0
29,RL_PPO_Dynamic,North-South,2,3.12,2,0.0016,0
30,RL_PPO_Dynamic,North-South,4,5.26,1,0.0032,0
31,RL_PPO_Dynamic,North-South,6,10.42,5,0.0048,0
32,RL_PPO_Dynamic,North-South,5,7.54,6,0.004,0
33,RL_PPO_Dynamic,North-South,0,2,3,0,0
34,RL_PPO_Dynamic,North-South,4,7.45,3,0.0032,0
35,RL_PPO_Dynamic,North-South,5,9.11,3,0.004,0
36,RL_PPO_Dynamic,North-South,8,12.33,1,0.0064,0
37,RL_PPO_Dynamic,North-South,3,5.81,1,0.0024,0
38,RL_PPO_Dynamic,North-South,3,3.64,6,0.0024,0
39,RL_PPO_Dynamic,North-South,4,6.39,6,0.0032,0
40,RL_PPO_Dynamic,North-South,5,9.02,4,0.004,0
41,RL_PPO_Dynamic,North-South,5,9.16,2,0.004,0
42,RL_PPO_Dynamic,North-South,5,7.33,4,0.004,0
43,RL_PPO_Dynamic,North-South,4,5.48,2,0.0032,0
44,RL_PPO_Dynamic,North-South,3,4.48,1,0.0024,0
45,RL_PPO_Dynamic,East-West,5,8.33,6,0.004,0
46,RL_PPO_Dynamic,East-West,6,8.27,4,0.0048,0
47,RL_PPO_Dynamic,East-West,2,4.43,3,0.0016,0
48,RL_PPO_Dynamic,East-West,3,4.12,4,0.0024,0
49,RL_PPO_Dynamic,East-West,4,6.81,2,0.0032,0
50,RL_PPO_Dynamic,East-West,4,6.11,5,0.0032,0
51,RL_PPO_Dynamic,East-West,3,5.53,5,0.0024,0
52,RL_PPO_Dynamic,East-West,5,6.76,6,0.004,0
53,RL_PPO_Dynamic,East-West,4,6.42,4,0.0032,0
54,RL_PPO_Dynamic,East-West,5,8.25,1,0.004,0
55,RL_PPO_Dynamic,East-West,5,7.38,4,0.004,0
56,RL_PPO_Dynamic,East-West,7,10.28,6,0.0056,0
57,RL_PPO_Dynamic,East-West,5,7.59,3,0.004,0
58,RL_PPO_Dynamic,East-West,2,2.26,3,0.0016,0
59,RL_PPO_Dynamic,East-West,5,9.23,3,0.004,0
60,RL_PPO_Dynamic,East-West,5,6.53,6,0.004,0
61,RL_PPO_Dynamic,East-West,9,13.46,1,0.0072,0
62,RL_PPO_Dynamic,East-West,5,7.33,1,0.004,0
63,RL_PPO_Dynamic,East-West,6,8.61,5,0.0048,0
64,RL_PPO_Dynamic,East-West,5,9.09,5,0.004,0
65,RL_PPO_Dynamic,East-West,5,9.37,2,0.004,0
66,RL_PPO_Dynamic,East-West,2,2.47,5,0.0016,0
67,RL_PPO_Dynamic,East-West,7,10.01,1,0.0056,0
68,RL_PPO_Dynamic,East-West,7,11.06,3,0.0056,0
69,RL_PPO_Dynamic,East-West,4,6.54,3,0.0032,0
70,RL_PPO_Dynamic,East-West,4,5.49,4,0.0032,0
71,RL_PPO_Dynamic,East-West,6,9.63,1,0.0048,0
72,RL_PPO_Dynamic,East-West,8,12.13,3,0.0064,0
73,RL_PPO_Dynamic,East-West,5,7.41,4,0.004,0
74,RL_PPO_Dynamic,East-West,3,4.24,5,0.0024,0
75,RL_PPO_Dynamic,East-West,5,8.7,6,0.004,0
76,RL_PPO_Dynamic,East-West,5,7.58,4,0.004,0
77,RL_PPO_Dynamic,East-West,6,10.75,2,0.0048,0
78,RL_PPO_Dynamic,East-West,1,2,3,0.0008,0
79,RL_PPO_Dynamic,East-West,5,7.95,5,0.004,0
80,RL_PPO_Dynamic,East-West,5,9.06,1,0.004,0
81,RL_PPO_Dynamic,East-West,6,8.96,1,0.0048,0
82,RL_PPO_Dynamic,East-West,5,8.28,1,0.004,0
83,RL_PPO_Dynamic,East-West,5,8.08,6,0.004,0
84,RL_PPO_Dynamic,East-West,5,9.23,4,0.004,0
85,RL_PPO_Dynamic,East-West,7,9.92,3,0.0056,0
86,RL_PPO_Dynamic,East-West,2,3.12,4,0.0016,0
87,RL_PPO_Dynamic,East-West,6,8.86,3,0.0048,0
88,RL_PPO_Dynamic,East-West,8,11.56,4,0.0064,0
89,RL_PPO_Dynamic,East-West,5,9.37,4,0.004,0
90,RL_PPO_Dynamic,North-South,4,6.15,6,0.0032,0
91,RL_PPO_Dynamic,North-South,5,8.04,5,0.004,0
92,RL_PPO_Dynamic,North-South,5,7.48,4,0.004,0
93,RL_PPO_Dynamic,North-South,7,11.37,6,0.0056,0
94,RL_PPO_Dynamic,North-South,5,7.2,6,0.004,0
95,RL_PPO_Dynamic,North-South,6,9.43,5,0.0048,0
96,RL_PPO_Dynamic,North-South,4,6.85,1,0.0032,0
97,RL_PPO_Dynamic,North-South,6,9.69,3,0.0048,0
98,RL_PPO_Dynamic,North-South,5,7.27,5,0.004,0
99,RL_PPO_Dynamic,North-South,5,9.44,1,0.004,0
100,RL_PPO_Dynamic,North-South,5,9.22,1,0.004,0
101,RL_PPO_Dynamic,North-South,5,8.12,2,0.004,0
102,RL_PPO_Dynamic,North-South,4,6.18,4,0.0032,0
103,RL_PPO_Dynamic,North-South,3,5.83,6,0.0024,0
104,RL_PPO_Dynamic,North-South,5,8.87,3,0.004,0
105,RL_PPO_Dynamic,North-South,6,8.76,4,0.0048,0
106,RL_PPO_Dynamic,North-South,4,5.48,5,0.0032,0
107,RL_PPO_Dynamic,North-South,4,5.57,1,0.0032,0
108,RL_PPO_Dynamic,North-South,6,10.09,6,0.0048,0
109,RL_PPO_Dynamic,North-South,7,9.8,2,0.0056,0
110,RL_PPO_Dynamic,North-South,3,5.36,5,0.0024,0
111,RL_PPO_Dynamic,North-South,5,8.56,4,0.004,0
112,RL_PPO_Dynamic,North-South,7,11.63,5,0.0056,0
113,RL_PPO_Dynamic,North-South,4,7.6,3,0.0032,0
114,RL_PPO_Dynamic,North-South,4,7.78,5,0.0032,0
115,RL_PPO_Dynamic,North-South,3,5.12,4,0.0024,0
116,RL_PPO_Dynamic,North-South,5,6.95,1,0.004,0
117,RL_PPO_Dynamic,North-South,6,9.2,3,0.0048,0
118,RL_PPO_Dynamic,North-South,5,8.43,6,0.004,0
119,RL_PPO_Dynamic,North-South,4,7.77,1,0.0032,0
120,RL_PPO_Dynamic,North-South,4,7.67,4,0.0032,0
121,RL_PPO_Dynamic,North-South,5,8.04,5,0.004,0
122,RL_PPO_Dynamic,North-South,5,8.24,6,0.004,0
123,RL_PPO_Dynamic,North-South,6,9.73,1,0.0048,0
124,RL_PPO_Dynamic,North-South,8,11.43,3,0.0064,0
125,RL_PPO_Dynamic,North-South,8,12.69,3,0.0064,0
126,RL_PPO_Dynamic,North-South,8,13.09,1,0.0064,0
127,RL_PPO_Dynamic,North-South,7,10.42,1,0.0056,0
128,RL_PPO_Dynamic,North-South,5,7.79,5,0.004,0
129,RL_PPO_Dynamic,North-South,6,9.13,5,0.0048,0
130,RL_PPO_Dynamic,North-South,6,9.27,4,0.0048,0
131,RL_PPO_Dynamic,North-South,3,3.69,6,0.0024,0
132,RL_PPO_Dynamic,North-South,6,10.35,5,0.0048,0
133,RL_PPO_Dynamic,North-South,6,9.48,6,0.0048,0
134,RL_PPO_Dynamic,North-South,6,10.78,3,0.0048,0
135,RL_PPO_Dynamic,East-West,4,5.99,4,0.0032,0
136,RL_PPO_Dynamic,East-West,6,9.92,1,0.0048,0
137,RL_PPO_Dynamic,East-West,7,12.38,1,0.0056,0
138,RL_PPO_Dynamic,East-West,5,8.84,3,0.004,0
139,RL_PPO_Dynamic,East-West,4,5.8,4,0.0032,0
140,RL_PPO_Dynamic,East-West,6,8.9,2,0.0048,0
141,RL_PPO_Dynamic,East-West,4,7.16,2,0.0032,0
142,RL_PPO_Dynamic,East-West,6,9.83,6,0.0048,0
143,RL_PPO_Dynamic,East-West,5,8.28,4,0.004,0
144,RL_PPO_Dynamic,East-West,2,2.64,4,0.0016,0
145,RL_PPO_Dynamic,East-West,2,2.02,3,0.0016,0
146,RL_PPO_Dynamic,East-West,7,10.08,4,0.0056,0
147,RL_PPO_Dynamic,East-West,6,10.41,3,0.0048,0
148,RL_PPO_Dynamic,East-West,7,11.1,3,0.0056,0
149,RL_PPO_Dynamic,East-West,3,4.03,6,0.0024,0
150,RL_PPO_Dynamic,East-West,8,12.26,1,0.0064,0
151,RL_PPO_Dynamic,East-West,6,8.27,2,0.0048,0
152,RL_PPO_Dynamic,East-West,7,11.41,4,0.0056,0
153,RL_PPO_Dynamic,East-West,5,6.78,4,0.004,0
154,RL_PPO_Dynamic,East-West,7,11.6,5,0.0056,0
155,RL_PPO_Dynamic,East-West,7,11.66,1,0.0056,0
156,RL_PPO_Dynamic,East-West,7,10.13,5,0.0056,0
157,RL_PPO_Dynamic,East-West,2,3.65,2,0.0016,0
158,RL_PPO_Dynamic,East-West,7,9.64,2,0.0056,0
159,RL_PPO_Dynamic,East-West,8,11.02,3,0.0064,0
160,RL_PPO_Dynamic,East-West,7,9.5,3,0.0056,0
161,RL_PPO_Dynamic,East-West,7,10.45,6,0.0056,0
162,RL_PPO_Dynamic,East-West,8,13.09,5,0.0064,0
163,RL_PPO_Dynamic,East-West,8,13.8,2,0.0064,0
164,RL_PPO_Dynamic,East-West,6,10.63,2,0.0048,0
165,RL_PPO_Dynamic,East-West,5,7.33,2,0.004,0
166,RL_PPO_Dynamic,East-West,5,8.93,1,0.004,0
167,RL_PPO_Dynamic,East-West,6,10.38,5,0.0048,0
168,RL_PPO_Dynamic,East-West,5,7.67,1,0.004,0
169,RL_PPO_Dynamic,East-West,5,7.69,3,0.004,0
170,RL_PPO_Dynamic,East-West,6,10.09,3,0.0048,0
171,RL_PPO_Dynamic,East-West,7,11.02,3,0.0056,0
172,RL_PPO_Dynamic,East-West,4,6.51,3,0.0032,0
173,RL_PPO_Dynamic,East-West,4,7.49,1,0.0032,0
174,RL_PPO_Dynamic,East-West,4,7.64,4,0.0032,0
175,RL_PPO_Dynamic,East-West,5,7.54,3,0.004,0
176,RL_PPO_Dynamic,East-West,6,9.41,3,0.0048,0
177,RL_PPO_Dynamic,East-West,6,10.05,4,0.0048,0
178,RL_PPO_Dynamic,East-West,6,10.09,4,0.0048,0
179,RL_PPO_Dynamic,East-West,7,11.98,3,0.0056,0
180,RL_PPO_Dynamic,North-South,8,11.26,4,0.0064,0
181,RL_PPO_Dynamic,North-South,5,8.87,3,0.004,0
182,RL_PPO_Dynamic,North-South,5,7.84,2,0.004,0
183,RL_PPO_Dynamic,North-South,6,8.26,1,0.0048,0
184,RL_PPO_Dynamic,North-South,5,9.05,4,0.004,0
185,RL_PPO_Dynamic,North-South,8,11.74,3,0.0064,0
186,RL_PPO_Dynamic,North-South,4,7.07,5,0.0032,0
187,RL_PPO_Dynamic,North-South,4,5.39,4,0.0032,0
188,RL_PPO_Dynamic,North-South,6,9.87,3,0.0048,0
189,RL_PPO_Dynamic,North-South,9,13.17,3,0.0072,0
190,RL_PPO_Dynamic,North-South,5,6.92,1,0.004,0
191,RL_PPO_Dynamic,North-South,7,12.06,5,0.0056,0
192,RL_PPO_Dynamic,North-South,8,13.51,6,0.0064,0
193,RL_PPO_Dynamic,North-South,6,9.3,4,0.0048,0
194,RL_PPO_Dynamic,North-South,5,6.63,5,0.004,0
195,RL_PPO_Dynamic,North-South,4,7.98,1,0.0032,0
196,RL_PPO_Dynamic,North-South,5,7.63,4,0.004,0
197,RL_PPO_Dynamic,North-South,6,8.06,3,0.0048,0
198,RL_PPO_Dynamic,North-South,6,10.53,3,0.0048,0
199,RL_PPO_Dynamic,North-South,5,9.01,4,0.004,0
200,RL_PPO_Dynamic,North-South,5,7.05,4,0.004,0
201,RL_PPO_Dynamic,North-South,7,11.01,6,0.0056,0
202,RL_PPO_Dynamic,North-South,5,6.72,6,0.004,0
203,RL_PPO_Dynamic,North-South,6,10.32,4,0.0048,0
204,RL_PPO_Dynamic,North-South,7,9.5,1,0.0056,0
205,RL_PPO_Dynamic,North-South,7,11.69,1,0.0056,0
206,RL_PPO_Dynamic,North-South,7,12.4,5,0.0056,0
207,RL_PPO_Dynamic,North-South,5,8.92,4,0.004,0
208,RL_PPO_Dynamic,North-South,5,7.88,4,0.004,0
209,RL_PPO_Dynamic,North-South,6,9.76,2,0.0048,0
210,RL_PPO_Dynamic,North-South,6,8.24,3,0.0048,0
211,RL_PPO_Dynamic,North-South,6,8.69,2,0.0048,0
212,RL_PPO_Dynamic,North-South,7,12.26,2,0.0056,0
213,RL_PPO_Dynamic,North-South,7,10.79,3,0.0056,0
214,RL_PPO_Dynamic,North-South,8,11.44,5,0.0064,0
215,RL_PPO_Dynamic,North-South,4,7.04,5,0.0032,0
216,RL_PPO_Dynamic,North-South,7,10.23,6,0.0056,0
217,RL_PPO_Dynamic,North-South,8,11.22,1,0.0064,0
218,RL_PPO_Dynamic,North-South,7,12.41,3,0.0056,0
219,RL_PPO_Dynamic,North-South,5,7.26,3,0.004,0
220,RL_PPO_Dynamic,North-South,8,13.27,1,0.0064,0
221,RL_PPO_Dynamic,North-South,8,13.4,4,0.0064,0
222,RL_PPO_Dynamic,North-South,8,13.77,4,0.0064,0
223,RL_PPO_Dynamic,North-South,8,12.17,5,0.0064,0
224,RL_PPO_Dynamic,North-South,6,8.65,5,0.0048,0
225,RL_PPO_Dynamic,East-West,8,12.99,2,0.0064,0
226,RL_PPO_Dynamic,East-West,7,12.1,2,0.0056,0
227,RL_PPO_Dynamic,East-West,6,8.15,2,0.0048,0
228,RL_PPO_Dynamic,East-West,6,10.33,3,0.0048,0
229,RL_PPO_Dynamic,East-West,6,10.87,1,0.0048,0
230,RL_PPO_Dynamic,East-West,6,9.55,3,0.0048,0
231,RL_PPO_Dynamic,East-West,5,6.75,2,0.004,0
232,RL_PPO_Dynamic,East-West,7,12.48,6,0.0056,0
233,RL_PPO_Dynamic,East-West,8,12.23,5,0.0064,0
234,RL_PPO_Dynamic,East-West,9,14.71,2,0.0072,0
235,RL_PPO_Dynamic,East-West,7,9.88,6,0.0056,0
236,RL_PPO_Dynamic,East-West,6,9.74,1,0.0048,0
237,RL_PPO_Dynamic,East-West,6,9.08,2,0.0048,0
238,RL_PPO_Dynamic,East-West,6,9.81,1,0.0048,0
239,RL_PPO_Dynamic,East-West,8,13.32,6,0.0064,0
240,RL_PPO_Dynamic,East-West,8,13.64,3,0.0064,0
241,RL_PPO_Dynamic,East-West,4,7.24,3,0.0032,0
242,RL_PPO_Dynamic,East-West,3,6.27,3,0.0024,0
243,RL_PPO_Dynamic,East-West,7,11.01,1,0.0056,0
244,RL_PPO_Dynamic,East-West,6,9.6,2,0.0048,0
245,RL_PPO_Dynamic,East-West,6,9.11,5,0.0048,0
246,RL_PPO_Dynamic,East-West,3,5.4,1,0.0024,0
247,RL_PPO_Dynamic,East-West,5,8.69,5,0.004,0
248,RL_PPO_Dynamic,East-West,8,13.56,4,0.0064,0
249,RL_PPO_Dynamic,East-West,5,7.21,6,0.004,0
